name,nationality,gender,birthdate
Eugenio Carmi,Italian,Male,1920
John William Carnell,American,Male,1952
Anthony Caro,British,Male,1924
William L. Carqueville,American,Male,1871
Carlo Carrà,Italian,Male,1881
Mario Carreño,Chilean,Male,1913
Eugène Carrière,French,Male,1849
Mario Carrieri,Italian,Male,1932
Leonora Carrington,British,Female,1917
John Carroll,American,Male,1892
Patricia Jon Carroll,American,Female,1942
Clarence H. Carter,American,Male,1904
Paul Carter,American,Male,1903
Henri Cartier-Bresson,French,Male,1908
Flavio de R. Carvalho,Brazilian,Male,1899
Carybé (Hector Bernabó),Brazilian,Male,1911
John Casado,American,Male,1944
Andrea Cascella,Italian,Female,1920
Pietro Cascella,Italian,Male,1921
Jacqueline S. Casey,American,Female,1927
Sydney Cash,American,Male,1941
Tranquillo Casiraghi,Italian,Male,1923
Karl Caspar,German,Male,1879
A. M. Cassandre,French,Male,1901
Mary Cassatt,American,Female,1844
Axel Cassel,French,Male,1955
Moshe Elazar Castel,Israeli,Male,1909
Enrico Castellani,Italian,Male,1930
Julio Castellanos,Mexican,Male,1905
Federico Castellon,American,Male,1914
Achille Castiglioni,Italian,Male,1918
Pier Giacomo Castiglioni,Italian,Male,1913
Fernando Castillo,Mexican,Male,1882
Rosemarie Castoro,American,Female,1939
Enrique Castro-Cid,Chilean,Male,1937
Umberto Catalano,Italian,Male,1944
Elizabeth Catlett,American,Female,1915
Bob Cato,Nationality unknown,Male,1923
Patrick Caulfield,British,Male,1936
Alik Cavaliere,Italian,Male,1926
Giorgio Cavallon,American,Male,1904
Cazals,French,Male,1865
Bruno Ceccobelli,Italian,Male,1952
Francis Celentano,American,Male,1928
Vija Celmins,American,Female,1938
Edmond Ceria,French,Male,1884
César (César Baldaccini),French,Male,1921
Paul Cézanne,French,Male,1839
Lynn Chadwick,British,Male,1914
Marc Chagall,French,Male,1887
Gaston Chaissac,French,Male,1910
Paul Chaleff,American,Male,1947
Samuel Chamberlain,American,Male,1895
John Chamberlain,American,Male,1927
Martín Chambi,Peruvian,Male,1891
Roger Chancel,French,Male,1898
Bruce Chandler,American,Male,1945
Linda Chapman,American,Female,1952
Walter Chappell,American,Male,1925
Serge Charchoune,Russian,Male,1888
Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1924
Sarah Charlesworth,American,Female,1947
Jean Charlot,American,Male,1898
Louisa Chase,American,Female,1951
Theodore Chassériau,French,Male,1819
Roger Chastel,French,Male,1897
Edward Chavez,American,Male,1917
José Chávez Morado,Mexican,Male,1909
Santos Chávez,Chilean,Male,1934
Jules Chéret,French,Male,1836
Ivan Chermayeff,American,Male,1932
Norman Cherner,American,Male,1920
Iakov Chernikhov,Russian,Male,1889
Michael Chernyshov,Russian,Male,1945
Lee Chesney,American,Male,1920
Sandro Chia,Italian,Male,1946
Judy Chicago,American,Female,1937
Pietro Chiesa,Italian,Male,1892
Bernard Childs,American,Male,1910
Eduardo Chillida,Spanish,Male,1924
Thomas Chimes,American,Male,1921
Giorgio de Chirico,Italian,Male,1888
Marcel Chirnoaga,Romanian,Male,1930
Anna Chojnacka,Polish,Female,1914
Seiji Chokai,Japanese,Male,1902
Chunghi Choo,American,Female,1938
William Christenberry,American,Male,1936
Dan Christensen,American,Male,1942
Christo,American,Male,1935
Howard Chandler Christy,American,Male,1872
Halina Chrostowska,Polish,Female,1929
Chryssa,American,Female,1933
Seymour Chwast,American,Male,1931
Michael Ciavolino,American,Male,1924
Carmen L. Cicero,American,Female,1926
Roman Cieslewicz,French,Male,1930
Nicolai Cikovsky,American,Male,1894
Carlo Cisventi,Italian,Male,1929
Paul Citroen,Dutch,Male,1896
Minna Citron,American,Female,1896
Pierre Eugène Clairin,French,Male,1897
Larry Clark,American,Male,1943
John Clem Clarke,American,Male,1937
Edna Clarke-Hall,British,Female,1879
José Claudio Da Silva,Brazilian,Male,1932
Carlfriedrich Claus,German,Male,1930
Antoni Clavé,Spanish,Male,1913
Maude Schuyler Clay,American,Female,1953
Cléanthe (Cléante Carr),American,Female,1911
Roman Clemens,Swiss,Male,1910
Francesco Clemente,Italian,Male,1952
Lucien Clergue,French,Male,1934
Fabrizio Clerici,Italian,Male,1913
Pierre Clerk,Canadian,Male,1928
Charles Clifford,British,Male,1819
William Clift,American,Male,1944
Paul Clinton,American,Male,1942
Carroll Cloar,American,Male,1913
Chuck Close,American,Male,1940
John Timothy Close,American,Male,1958
William Clutz,American,Male,1933
Gerald Coble,American,Male,1933
Chema Cobo,Spanish,Male,1952
Alvin Langdon Coburn,American,Male,1882
Jean Cocteau,French,Male,1889
Sue Coe,British,Female,1951
Bernard Cohen,British,Male,1933
Barry Cohen,American,Male,1934
George Cohen,American,Male,1919
Mark Cohen,American,Male,1943
Sheldon Cohen,Canadian,Male,1949
Pinchas Cohen Gan,Israeli,Male,1942
Charles Coiner,Nationality unknown,Male,1898
Van Deren Coke,American,Male,1921
Luigi Colani,German,Male,1928
Glenn O. Coleman,American,Male,1887
Robert Colescott,American,Male,1925
Warrington Colescott,American,Male,1921
Paul Colin,French,Male,1892
Edward Colker,American,Male,1927
Ettore Colla,Italian,Male,1899
John Collins,American,Male,1888
Marjory Collins,American,Female,1912
André Collot,French,Male,1897
Roy Colmer,British,Male,1935
Gino Colombini,Italian,Male,1915
Gianni Colombo,Italian,Male,1937
Joe Colombo,Italian,Male,1930
Ithell Colquhoun,British,Female,1906
Robert Colquhoun,British,Male,1914
Greg Colson,American,Male,1956
Ian Colverson,British,Male,1940
Alex Colville,Canadian,Male,1920
Ulysse Comtois,Canadian,Male,1931
Miguel Conde,Mexican,Male,1939
Charles Conder,British,Male,1868
George Condo,American,Male,1957
William Congdon,American,Male,1912
Lee Conklin,American,Female,1941
Will Connell,American,Male,1898
Bruce Conner,American,Male,1933
Gregory Conniff,American,Male,1944
Linda Connor,American,Female,1944
Pietro Consagra,Italian,Male,1920
William H. Constable,Australian,Male,1906
Constant (Constant Anton Nieuwenhuys),Dutch,Male,1920
George Constant,American,Male,1892
Howard Cook,American,Male,1901
Lia Cook,American,Female,1942
Austin Cooper,British,Male,1890
Frederick George Cooper,American,Male,1892
Francisco Copello,Chilean,Male,1938
Hans Coper,British,Male,1920
Andries Dirk Copier,Dutch,Male,1901
John Coplans,British,Male,1920
William Copley,American,Male,1919
Silvio Coppola,Italian,Male,1920
Edward Corbett,American,Male,1919
Al Corchia,American,Male,1935
E. M. Cordier,German,Male,1903
Lovis Corinth,German,Male,1858
Eugène Corneau,French,Male,1894
Corneille (Guillaume van Beverloo),Dutch,Male,1922
Joseph Cornell,American,Male,1903
Thomas Cornell,American,Male,1937
Hector Coronado,Mexican,Male,1938
Pedro Coronel,Mexican,Male,1923
Jean-Baptiste-Camille Corot,French,Male,1796
Antonio Corpora,Italian,Male,1909
Gloria Cortella,American,Female,1929
Jean Cortot,French,Male,1925
Steven Cortright,American,Male,1942
Marie Cosindas,American,Female,1925
Herman Costa,American,Male,1944
Olga Costa,Mexican,Female,1913
Toni Costa,Italian,Male,1935
John Costigan,American,Male,1888
Alan Cote,American,Male,1937
Robert Cottingham,American,Male,1935
Othon Coubine (or Otakar Kubin),Czech,Male,1883
Jack Coughlin,American,Male,1932
Graham Coughtry,Canadian,Male,1931
Pierre Courtin,French,Male,1921
Morison S. Cousins,American,Male,1934
Lucien Coutaud,French,Male,1905
Robert Couturier,French,Male,1905
Wessel Couzijn,Dutch,Male,1912
Miguel Covarrubias,Mexican,Male,1904
John Covert,American,Male,1882
Robert Cowan,American,Male,1930
George C. Cox,American,Male,1851
Jan Cox,Belgian,Male,1919
Douglas Craft,American,Male,1924
Tony Cragg,British,Male,1949
Edward Gordon Craig,British,Male,1872
Michael Craig-Martin,British,Male,1941
Konrad Cramer,American,Male,1888
Rollin Crampton,American,Male,1886
Barbara Crane,American,Female,1928
Meg Cranston,American,Female,1960
Crash (John Matos),American,Male,1961
Mario Cravo Junior,Brazilian,Male,1923
Ralston Crawford,American,Male,1906
John Craxton,British,Male,1922
Robert Creeley,American,Male,1926
Robert Cremean,American,Male,1932
Leon Cremière,French,Male,1831
Leonardo Cremonini,Italian,Male,1925
Adolphe Crespin,Belgian,Male,1859
Luca Crippa,Italian,Female,1924
Roberto Crippa,Italian,Male,1921
Renato Cristiano,Italian,Male,1926
George P. Critcherson,American,Male,1823
Allan Rohan Crite,American,Male,1910
Ted Croner,American,Male,1922
Henri-Edmond Cross,French,Male,1856
Wim Crouwel,Dutch,Male,1928
Robin Crozier,British,Male,1936
George Cruikshank,British,Male,1792
Jason Crum,American,Male,1935
William Crutchfield,American,Male,1932
Emilio Cruz,American,Male,1938
Carlos Cruz-Diez,Venezuelan,Male,1923
John J. Cu Roi,American,Male,1920
Enzo Cucchi,Italian,Male,1949
José Luis Cuevas,Mexican,Male,1934
Modest Cuixart,Spanish,Male,1925
Gordon Cullen,British,Male,1914
Ben L. Culwell,American,Male,1918
Robert Cumming,American,Male,1943
Imogen Cunningham,American,Female,1883
Ben Cunningham (Benjamin Frazier Cunningham),American,Male,1904
John Timothy Curran,American,Male,1938
Anthony Currell,British,Male,1942
William R. Current,American,Male,1923
Francis Edmund Currey,British,Male,1814
Charles H. Currier,American,Male,1851
John Steuart Curry,American,Male,1897
Edward Curtis,American,Male,1868
Lily Cushing,American,Female,1909
Ronnie Cutrone,American,Male,1948
Eugène Cuvelier,French,Male,1837
Gunnar Cyrén,Swedish,Male,1931
Carl Otto Czeschka,Austrian,Male,1878
Allan D'Arcangelo,American,Male,1930
Lajos D'Ebneth,Hungarian,Male,1902
Roél d'Haese,Belgian,Male,1921
Alfredo da Silva,Bolivian,Male,1935
Louise Dahl-Wolfe,American,Female,1895
Karl Fred Dahmen,German,Male,1917
Walter Dahn,German,Male,1954
Michael D. Dailey,American,Male,1938
Salvador Dalí,Spanish,Male,1904
Francois Dallegret,French,Male,1937
Gustaf Oscar Dalström,American,Male,1893
Oskar Dalvit,Swiss,Male,1911
Hubert Dalwood,British,Male,1924
Horia Damian,French,Male,1922
Jorge Damiani,Uruguayan,Male,1931
Ken Danby,Canadian,Male,1940
Bill Dane,American,Male,1938
Sergio Dangelo,Italian,Male,1931
Mell Daniel,American,Male,1899
Harvey Daniels,British,Male,1936
Peter Danko,American,Male,1949
Joseph Dankowski,American,Male,1932
Bob Danner,American,Male,1948
Jerry Dantzic,American,Male,1925
Avery Coffey Danziger,American,Male,1953
Louis Danziger,American,Male,1923
Nassos Daphnis,American,Male,1914
Jean Gabriel Daragnès,French,Male,1886
Hanne Darboven,German,Female,1941
Aurino Valenca Lins Darel,Brazilian,Male,1925
Sandu Darie,Cuban,Male,1908
Judy Dater,American,Female,1941
Charles François Daubigny,French,Male,1817
James Henry Daugherty,American,Male,1889
Honoré Daumier,French,Male,1808
Hermine David,French,Female,1886
Bruce Davidson,American,Male,1933
Alan Davie,British,Male,1920
Arthur B. Davies,American,Male,1862
John A. Davies,British,Male,1949
Brad Davis,American,Male,1942
Emma Lu Davis,American,Female,1905
Faurest Davis,American,Male,1906
Gene Davis,American,Male,1920
James Edward Davis,American,Male,1901
Lynn Davis,American,Female,1944
Paul Davis,American,Male,1938
Ron Davis,American,Male,1937
Stuart Davis,American,Male,1892
Adrien Dax,French,Male,1913
John Day,American,Male,1932
Richard Day,American,Male,1896
Daze (Chris Ellis),American,Male,1962
Mario De Biasi,Italian,Male,1923
Roy DeCarava,American,Male,1919
Louis De Clercq,French,Male,1836
José De Creeft,American,Male,1884
Gino De Dominicis,Italian,Male,1947
Georges De Feure,French,Male,1869
Peter De Francia,British,Male,1921
Rudolph De Harak,American,Male,1924
Regina Maria De Luise,American,Female,1959
Walter De Maria,American,Male,1935
Adolf De Meyer,German,Male,1868
G. D. De Monfried,French,Male,1856
Jonathan De Pas,Italian,Male,1932
Jérôme De Perlinghi,Belgian,Male,1961
Filippo De Pisis,Italian,Male,1896
José de Rivera,American,Male,1904
Niki de Saint Phalle,French,Female,1930
Lewis De Soto,American,Male,1954
Nicolas de Staël,French,Male,1914
Marco De Valdivia,Chilean,Male,1947
Roger de Valerio,French,Male,1886
Captain William de Wiveleslie Abney,British,Male,1843
A. R. De Ycaza,American,Female,1915
Richard Deacon,British,Male,1949
Joe Deal,American,Male,1947
Howard Dearstyne,American,Male,1903
Riko Debenjak,Yugoslav,Male,1908
Robert J. Debrey,American,Male,1934
Peter Dechar,American,Male,1942
Wilhelm Deffke,German,Male,1887
Hilaire-Germain-Edgar Degas,French,Male,1834
Adolf Dehn,American,Male,1895
Dorothy Dehner,American,Female,1901
Ernesto Deira,Argentine,Male,1928
Ad Dekkers,Dutch,Male,1938
Félix Del Marle,French,Male,1889
Lucio Del Pezzo,Italian,Male,1933
Eduardo Del Valle,American,Male,1951
Eugène Delacroix,French,Male,1798
Jack Delano,American,Male,1914
George Delany,American,Male,1946
Tony DeLap,American,Male,1927
Robert Delaunay,French,Male,1885
Sonia Delaunay-Terk,French,Female,1885
Maurice Delcourt,French,Male,1877
Christian Dell,German,Male,1893
Paul Delvaux,Belgian,Male,1897
Jean Delville,Belgian,Male,1867
René Demeurisse,French,Male,1894
Jorge Demirjian,Argentine,Male,1932
Charles Demuth,American,Male,1883
Agnes Denes,American,Female,1931
Maurice Denis,French,Male,1870
Morgan Dennis,American,Male,1892
Robyn Denny,British,Male,1930
Jules Depaquit,French,Male,1872
Fortunato Depero,Italian,Male,1892
André Derain,French,Male,1880
Jean Desbrosses,French,Male,1835
Léopold Desbrosses,French,Male,1821
Gérard Deschamps,French,Male,1937
Odette Desgarets,French,Female,1891
Arthur Deshaies,American,Male,1920
Françoise Desnoyer,French,Male,1894
Charles Despiau,French,Male,1874
Gianni Dessi,Italian,Male,1955
Frederick Knecht Detwiller,American,Male,1882
David Deutsch,American,Male,1943
Ernst Deutsch,Austrian,Male,1883
John Edward Devine,American,Male,1944
Jean Dewasne,French,Male,1921
Walter Dexel,German,Male,1890
Jean Deyrolle,French,Male,1911
Roberto Diago,Cuban,Male,1920
Hugh W. Diamond,British,Male,1809
Martha Diamond,American,Female,1944
Stuart Diamond,American,Male,1942
David Diao,American,Male,1943
Antonio Dias,Brazilian,Male,1944
Narcisse Diaz,French,Male,1809
Waldo Diaz-Balart,Cuban,Male,1931
Jan Dibbets,Dutch,Male,1941
Edwin Dickinson,American,Male,1891
Preston Dickinson,American,Male,1889
Jane Dickson,American,Female,1952
Richard Diebenkorn,American,Male,1922
Alex Walter Diggelmann,Swiss,Male,1902
Guy Dill,American,Male,1946
Laddie John Dill,American,Male,1943
Burgoyne Diller,American,Male,1906
Jim Dine,American,Male,1935
Rick Dingus,American,Male,1951
Dinora (Doudtchitsky),Chilean,Female,1914
André Adolphe-Eugène Disdéri,French,Male,1819
Martin Disler,Swiss,Male,1949
Wes Disney,American,Male,1946
Juan Carlos Distéfano,Argentine,Male,1933
Eugenio Dittborn,Chilean,Male,1943
John Divola,American,Male,1949
Otto Dix,German,Male,1891
Henry Dixon,British,Male,1820
Pierre Dmitrienko,French,Male,1925
Jun Dobashi,Japanese,Male,1910
Alexander Dobkin,American,Male,1908
Frank Dobson,British,Male,1888
Eugène Dodeigne,French,Male,1923
Betty Dodson,American,Female,1929
Burhan Dogancay,Turkish,Male,1929
Stevan Dohanos,American,Male,1907
Wesley Coe Doherty,American,Male,1919
Isami Doi,American,Male,1903
Robert Doisneau,French,Male,1912
Nikolai Dolgorukov,Russian,Male,1902
Roger Doloy,French,Male,1920
César Domela-Nieuwenhuis,Dutch,Male,1900
Oscar Domínguez,French,Male,1906
Tadeusz Dominik,Polish,Male,1928
Ken Domon,Japanese,Male,1909
Hisao Domoto,Japanese,Male,1928
Don Donaghy,American,Male,1936
Anthony Donaldson,British,Male,1939
Enrico Donati,American,Male,1909
Piero Dorazio,Italian,Male,1927
Roland Dorcély,Haitian,Male,1930
Gustave Doré,French,Male,1832
William Doriani,American,Male,1891
Dornac (a.k.a. Paul François Arnold Cardon),French,Male,1859
Mary Ann Dorr,American,Female,1930
Nell Dorr,American,Female,1893
Heitor dos Prazeres,Brazilian,Male,1902
Francisco Dosamantes,Mexican,Male,1911
Christian Dotremont,Belgian,Male,1922
Saliba Douaihy,American,Male,1915
Edward Douglas,American,Male,1943
Gianni Dova,Italian,Male,1925
Arthur Dove,American,Male,1880
James Dow,American,Male,1942
John Edward Dowell,American,Male,1941
Rackstraw Downes,American,Male,1939
Juan Downey,Chilean,Male,1940
Joe Downing,American,Male,1925
Olin Dows,American,Male,1904
Robert Doxat,Austrian,Male,1930
Tom Drahos,Czech,Male,1947
Roy R. Drasites,American,Male,1945
Christopher Dresser,British,Male,1834
Werner Drewes,American,Male,1899
Henry Dreyfuss,American,Male,1904
Felix Droese,German,Male,1950
Karl-Heinz Droste,German,Male,1931
Achilles Droungas,Greek,Male,1940
Sydney Drum,Canadian,Female,1952
Sally Hazelet Drummond,American,Female,1924
Aleksandr Vasilevich Druzhkov,Russian,Male,1912
Russell Drysdale,Australian,Male,1912
Doug Dubois,American,Male,1960
Maxime Du Camp,French,Male,1822
H. E. Du Plessis,British,Male,1894
Albert Dubois-Pillet,French,Male,1846
Jean Dubuffet,French,Male,1901
Marcel Duchamp,American,Male,1887
Raymond Duchamp-Villon,French,Male,1876
Gérard Duchène,French,Male,1944
Guillaume-Benjamin-Armand Duchenne de Boulogne,French,Male,1806
W. M. Dudok,Dutch,Male,1884
Espinoza Duenas,Peruvian,Male,1926
Dana Duff,American,Female,1955
John Duff,American,Male,1943
Raoul Dufy,French,Male,1877
Charles Marie Dulac,French,Male,1865
Gert Dumbar,Dutch,Female,1940
Henri Dumont,Nationality unknown,Male,1859
David Douglas Duncan,American,Male,1916
Carroll Dunham,American,Male,1949
Bob Duran,American,Male,1938
Louis-Emile Durandelle,French,Male,1839
Ludvik Durchanek,American,Male,1902
Caroline Durieux,American,Female,1896
Stephen Durkee,American,Male,1939
Alberto Dutary,Panamanian,Male,1932
Allen A. Dutton,American,Male,1922
Mabel Dwight,American,Female,1876
Suzanne R. Dworsky,American,Female,1929
Mario Dyyon,American,Male,1946
Dusan Dzamonja,Yugoslav,Male,1928
